Mod:Item:MetaData, Localized Name
harvestcraft:redvelvetcake, Торт "Красный бархат"
harvestcraft:garliccoinitem, Чесночная монетка
harvestcraft:ediblerootitem, Съедобный корешок
harvestcraft:sunflowerseedsitem, Семена подсолнуха
harvestcraft:calamarirawitem, Сырой кальмар
harvestcraft:calamaricookeditem, Приготовленный кальмар
harvestcraft:saltitem, Соль
harvestcraft:wovencottonitem, Тканый хлопок
harvestcraft:freshwateritem, Свежая вода
harvestcraft:freshmilkitem, Парное молоко
harvestcraft:grilledasparagusitem, Жареная спаржа
harvestcraft:bakedsweetpotatoitem, Печёный батат
harvestcraft:grilledeggplantitem, Жареный баклажан
harvestcraft:toastitem, Тост
harvestcraft:cheeseitem, Сыр
harvestcraft:icecreamitem, Мороженое
harvestcraft:grilledcheeseitem, Жареный сыр
harvestcraft:applesauceitem, Яблочное пюре
harvestcraft:pumpkinbreaditem, Тыквенный хлеб
harvestcraft:caramelappleitem, Карамельное яблоко
harvestcraft:applepieitem, Яблочный пирог
harvestcraft:teaitem, Чашка чая
harvestcraft:coffeeitem, Чашка кофе
harvestcraft:popcornitem, Попкорн
harvestcraft:raisinsitem, Изюм
harvestcraft:ricecakeitem, Рисовый пирог
harvestcraft:toastedcoconutitem, Поджаренный кокос
harvestcraft:roastedpumpkinseedsitem, Жареные семена тыквы
harvestcraft:vanillaitem, Ваниль
harvestcraft:toastedsesameseedsitem, Поджаренный кунжут
harvestcraft:flouritem, Мука
harvestcraft:doughitem, Тесто
harvestcraft:pastaitem, Макароны
harvestcraft:heavycreamitem, Густые сливки
harvestcraft:butteritem, Масло
harvestcraft:applejuiceitem, Яблочный сок
harvestcraft:melonjuiceitem, Арбузный сок
harvestcraft:carrotjuiceitem, Морковный сок
harvestcraft:strawberryjuiceitem, Клубничный сок
harvestcraft:grapejuiceitem, Виноградный сок
harvestcraft:blueberryjuiceitem, Черничный сок
harvestcraft:cherryjuiceitem, Вишнёвый сок
harvestcraft:papayajuiceitem, Папайевый сок
harvestcraft:starfruitjuiceitem, Сок из карамболы
harvestcraft:orangejuiceitem, Апельсиной сок
harvestcraft:peachjuiceitem, Персиковый сок
harvestcraft:limejuiceitem, Лаймовый сок
harvestcraft:mangojuiceitem, Сок из манго
harvestcraft:pomegranatejuiceitem, Гранатовый сок
harvestcraft:blackberryjuiceitem, Сок из ежевики
harvestcraft:raspberryjuiceitem, Сок из малины
harvestcraft:kiwijuiceitem, Сок из киви
harvestcraft:cranberryjuiceitem, Клюквенный сок
harvestcraft:cactusfruitjuiceitem, Сок из кактусового фрукта
harvestcraft:plumjuiceitem, Сливовый сок
harvestcraft:pearjuiceitem, Грушевый сок
harvestcraft:apricotjuiceitem, Абрикосовый сок
harvestcraft:figjuiceitem, Сок из инжира
harvestcraft:grapefruitjuiceitem, Грейпфрутовый сок
harvestcraft:persimmonjuiceitem, Сок из хурмы
harvestcraft:pumpkinsoupitem, Тыквенный суп
harvestcraft:melonsmoothieitem, Смузи из арбуза
harvestcraft:carrotsoupitem, Морковный суп
harvestcraft:glazedcarrotsitem, Глазурованная морковь
harvestcraft:butteredpotatoitem, Картофель с маслом
harvestcraft:loadedbakedpotatoitem, Запечённый фаршированный картофель
harvestcraft:mashedpotatoesitem, Картофельное пюре
harvestcraft:potatosaladitem, Картофельный салат
harvestcraft:potatosoupitem, Картофельный суп
harvestcraft:friesitem, Картофель фри
harvestcraft:grilledmushroomitem, Жареный гриб
harvestcraft:stuffedmushroomitem, Фаршированный гриб
harvestcraft:chickensandwichitem, Бутерброд с курицей
harvestcraft:chickennoodlesoupitem, Куриный суп с лапшой
harvestcraft:chickenpotpieitem, Куриный пирог в горшочке
harvestcraft:breadedporkchopitem, Свиная отбивная в панировке
harvestcraft:hotdogitem, Хотдог
harvestcraft:bakedhamitem, Буженина
harvestcraft:hamburgeritem, Гамбургер
harvestcraft:cheeseburgeritem, Чизбургер
harvestcraft:potroastitem, Тушёное мясо
harvestcraft:fishsandwichitem, Бутерброд с рыбой
harvestcraft:fishsticksitem, Рыбные палочки
harvestcraft:fishandchipsitem, Рыба с жареным картофелем
harvestcraft:mayoitem, Майонез
harvestcraft:friedeggitem, Яичница-глазунья
harvestcraft:scrambledeggitem, Яичница-болтунья
harvestcraft:boiledeggitem, Варёное яйцо
harvestcraft:eggsaladitem, Яичный салат
harvestcraft:caramelitem, Карамель
harvestcraft:taffyitem, Ириска
harvestcraft:spidereyesoupitem, Суп из паучьих глаз
harvestcraft:zombiejerkyitem, Вяленое мясо зомби
harvestcraft:cocoapowderitem, Какао порошок
harvestcraft:chocolatebaritem, Плитка шоколада
harvestcraft:hotchocolateitem, Горячий шоколад
harvestcraft:chocolateicecreamitem, Шоколадное мороженое
harvestcraft:vegetablesoupitem, Овощной суп
harvestcraft:stockitem, Бульон
harvestcraft:fruitsaladitem, Фруктовый салат
harvestcraft:spagettiitem, Спагетти
harvestcraft:spagettiandmeatballsitem, Спагетти с фрикадельками
harvestcraft:tomatosoupitem, Томатный суп
harvestcraft:ketchupitem, Кетчуп
harvestcraft:chickenparmasanitem, Курица под пармезаном
harvestcraft:springsaladitem, Весенний салат
harvestcraft:porklettucewrapitem, Свинина, обёрнутая листьями салата
harvestcraft:fishlettucewrapitem, Рыба, обёрнутая листьями салата
harvestcraft:bltitem, Бутерброд с беконом, салатом и томатами
harvestcraft:leafychickensandwichitem, Бутерброд с курицей и листьями салата
harvestcraft:leafyfishsandwichitem, Бутерброд с рыбой и листьями салата
harvestcraft:potatocakesitem, Картофельные оладьи
harvestcraft:hashitem, Хеш
harvestcraft:braisedonionsitem, Тушёный лук
harvestcraft:cornonthecobitem, Кукуруза на початке
harvestcraft:cornmealitem, Кукурузная мука
harvestcraft:cornbreaditem, Кукурузный хлеб
harvestcraft:tortillaitem, Тортилья
harvestcraft:nachoesitem, Начос
harvestcraft:tacoitem, Тако
harvestcraft:fishtacoitem, Тако с рыбой
harvestcraft:creamedcornitem, Кукуруза со сливками
harvestcraft:strawberrysmoothieitem, Клубничный смузи
harvestcraft:strawberrypieitem, Клубничный пирог
harvestcraft:strawberrysaladitem, Клубничный салат
harvestcraft:chocolatestrawberryitem, Клубника в шоколаде
harvestcraft:peanutbutteritem, Арахисовое масло
harvestcraft:trailmixitem, Походная смесь
harvestcraft:pbandjitem, Бутерброд с арахисовым маслом и джемом
harvestcraft:peanutbuttercookiesitem, Печенье с арахисовым маслом
harvestcraft:vinegaritem, Уксус
harvestcraft:grapejellyitem, Виноградный джем
harvestcraft:grapesaladitem, Виноградный салат
harvestcraft:raisincookiesitem, Печенье с изюмом
harvestcraft:picklesitem, Пикули из огурца
harvestcraft:cucumbersaladitem, Огуречный салат
harvestcraft:cucumbersoupitem, Огуречный суп
harvestcraft:vegetarianlettucewrapitem, Овощи, обёрнутые салатом
harvestcraft:marinatedcucumbersitem, Маринованные огурцы
harvestcraft:ricesoupitem, Рисовый суп
harvestcraft:friedriceitem, Жареный рис
harvestcraft:mushroomrisottoitem, Ризотто с грибами
harvestcraft:curryitem, Карри с рисом
harvestcraft:rainbowcurryitem, Радужное карри
harvestcraft:refriedbeansitem, Пережаренная фасоль
harvestcraft:bakedbeansitem, Запечённая фасоль
harvestcraft:beansandriceitem, Фасоль с рисом
harvestcraft:chiliitem, Чили
harvestcraft:beanburritoitem, Буррито с фасолью
harvestcraft:stuffedpepperitem, Фаршированный перец
harvestcraft:veggiestirfryitem, Овощи быстрой прожарки
harvestcraft:grilledskewersitem, Овощной шашлык
harvestcraft:omeletitem, Омлет
harvestcraft:hotwingsitem, Острые крылышки
harvestcraft:chilipoppersitem, Попперсы из перца чили
harvestcraft:extremechiliitem, Экстремальный чили
harvestcraft:chilichocolateitem, Острый шоколад
harvestcraft:lemonaideitem, Лимонад
harvestcraft:lemonbaritem, Лимонный батончик
harvestcraft:fishdinneritem, Обед из рыбы
harvestcraft:lemonsmoothieitem, Лимонный смузи
harvestcraft:lemonmeringueitem, Лимонное безе
harvestcraft:candiedlemonitem, Засахаренный лимон
harvestcraft:lemonchickenitem, Курица с лимоном
harvestcraft:blueberrysmoothieitem, Черничный смузи
harvestcraft:blueberrypieitem, Черничный пирог
harvestcraft:blueberrymuffinitem, Черничный маффин
harvestcraft:pancakesitem, Оладьи
harvestcraft:blueberrypancakesitem, Черничные оладьи
harvestcraft:cherrypieitem, Вишнёвый пирог
harvestcraft:chocolatecherryitem, Вишня в шоколаде
harvestcraft:cherrysmoothieitem, Вишнёвый смузи
harvestcraft:stuffedeggplantitem, Фаршированный баклажан
harvestcraft:eggplantparmitem, Баклажаны под пармезаном
harvestcraft:raspberryicedteaitem, Малиновый чай со льдом
harvestcraft:chaiteaitem, Чай со специями
harvestcraft:espressoitem, Эспрессо
harvestcraft:coffeeconlecheitem, Кофе с молоком
harvestcraft:mochaicecreamitem, Кофейное мороженое
harvestcraft:pickledbeetsitem, Пикули из свеклы
harvestcraft:beetsaladitem, Свекольный салат
harvestcraft:beetsoupitem, Свекольник
harvestcraft:bakedbeetsitem, Запечённая свекла
harvestcraft:broccolimacitem, Макароны с брокколи
harvestcraft:broccolindipitem, Брокколи под соусом
harvestcraft:creamedbroccolisoupitem, Суп-пюре с брокколи
harvestcraft:sweetpotatopieitem, Пирог из батата
harvestcraft:candiedsweetpotatoesitem, Засахаренный батат
harvestcraft:mashedsweetpotatoesitem, Бататовое пюре
harvestcraft:steamedpeasitem, Распаренный горох
harvestcraft:splitpeasoupitem, Гороховый суп
harvestcraft:pineapplehamitem, Окорок с ананасом
harvestcraft:pineappleyogurtitem, Ананасовый йогурт
harvestcraft:turnipsoupitem, Суп из репы
harvestcraft:roastedrootveggiemedleyitem, Попурри из жареных корнеплодов
harvestcraft:bakedturnipsitem, Запечённая репа
harvestcraft:gingerbreaditem, Имбирный хлеб
harvestcraft:gingersnapsitem, Имбирные хрустяшки
harvestcraft:candiedgingeritem, Засахаренный имбирь
harvestcraft:mustarditem, Горчица
harvestcraft:softpretzelandmustarditem, Мягкий кренделёк с горчицей
harvestcraft:spicymustardporkitem, Пряная свинина с горчицей
harvestcraft:spicygreensitem, Пряные овощи
harvestcraft:garlicbreaditem, Чесночный хлеб
harvestcraft:garlicmashedpotatoesitem, Картофельное пюре с чесноком
harvestcraft:garlicchickenitem, Курица с чесноком
harvestcraft:summerradishsaladitem, Летний салат из редиски
harvestcraft:summersquashwithradishitem, Тыква с редисом
harvestcraft:celeryandpeanutbutteritem, Сельдерей с арахисовым маслом
harvestcraft:chickencelerycasseroleitem, Куриная запеканка с сельдереем
harvestcraft:peasandceleryitem, Горох с сельдереем
harvestcraft:celerysoupitem, Суп с сельдереем
harvestcraft:zucchinibreaditem, Хлеб с цуккини
harvestcraft:zucchinifriesitem, Цуккини фри
harvestcraft:zestyzucchiniitem, Острый цуккини
harvestcraft:zucchinibakeitem, Выпечка с цуккини
harvestcraft:asparagusquicheitem, Киш со спаржей
harvestcraft:asparagussoupitem, Суп со спаржей
harvestcraft:walnutraisinbreaditem, Хлеб с грецкими орехами и изюмом
harvestcraft:candiedwalnutsitem, Засахаренные грецкие орехи
harvestcraft:brownieitem, Брауни
harvestcraft:papayasmoothieitem, Папайевый смузи
harvestcraft:papayayogurtitem, Папайевый йогурт
harvestcraft:starfruitsmoothieitem, Смузи из карамболы
harvestcraft:starfruityogurtitem, Йогурт с карамболой
harvestcraft:guacamoleitem, Гуакамоле
harvestcraft:creamofavocadosoupitem, Крем-суп из авокадо
harvestcraft:avocadoburritoitem, Буррито с авокадо
harvestcraft:poachedpearitem, Груша пашот
harvestcraft:fruitcrumbleitem, Фруктовый пирог с хрустящей корочкой
harvestcraft:pearyogurtitem, Грушевый йогурт
harvestcraft:plumyogurtitem, Сливовый йогурт
harvestcraft:bananasplititem, Банановый сплит
harvestcraft:banananutbreaditem, Хлеб с орехами и бананом
harvestcraft:bananasmoothieitem, Банановый смузи
harvestcraft:bananayogurtitem, Банановый йогурт
harvestcraft:coconutmilkitem, Кокосовое молоко
harvestcraft:chickencurryitem, Карри с курицей
harvestcraft:coconutshrimpitem, Креветки в кокосе
harvestcraft:coconutyogurtitem, Кокосовый йогурт
harvestcraft:orangechickenitem, Курица с апельсинами
harvestcraft:orangesmoothieitem, Апельсиновый смузи
harvestcraft:orangeyogurtitem, Апельсиновый йогурт
harvestcraft:peachcobbleritem, Закрытый персиковый пирог
harvestcraft:peachsmoothieitem, Персиковый смузи
harvestcraft:peachyogurtitem, Персиковый йогурт
harvestcraft:keylimepieitem, Лаймовый пирог
harvestcraft:limesmoothieitem, Лаймовый смузи
harvestcraft:limeyogurtitem, Лаймовый йогурт
harvestcraft:mangosmoothieitem, Смузи из манго
harvestcraft:mangoyogurtitem, Йогурт с манго
harvestcraft:pomegranatesmoothieitem, Гранатовый смузи
harvestcraft:pomegranateyogurtitem, Гранатовый йогурт
harvestcraft:vanillayogurtitem, Ванильный йогурт
harvestcraft:cinnamonrollitem, Рулет с корицей
harvestcraft:frenchtoastitem, Французский тост
harvestcraft:marshmellowsitem, Зефирки
harvestcraft:donutitem, Пончик
harvestcraft:chocolatedonutitem, Шоколадный пончик
harvestcraft:powdereddonutitem, Пончик с присыпкой
harvestcraft:jellydonutitem, Пончик с джемом
harvestcraft:frosteddonutitem, Глазированный пончик
harvestcraft:cactussoupitem, Кактусовый суп
harvestcraft:wafflesitem, Вафли
harvestcraft:seedsoupitem, Суп из семян
harvestcraft:softpretzelitem, Мягкий кренделёк
harvestcraft:jellybeansitem, Мармеладки
harvestcraft:biscuititem, Бисквит
harvestcraft:creamcookieitem, Чокопай
harvestcraft:jaffaitem, Пирог "Джаффа"
harvestcraft:friedchickenitem, Жареная курочка
harvestcraft:footlongitem, Бутерброд "Футлонг"
harvestcraft:blueberryyogurtitem, Черничный йогурт
harvestcraft:lemonyogurtitem, Лимонный йогурт
harvestcraft:cherryyogurtitem, Вишнёвый йогурт
harvestcraft:strawberryyogurtitem, Клубничный йогурт
harvestcraft:grapeyogurtitem, Виноградный йогурт
harvestcraft:chocolateyogurtitem, Шоколадный йогурт
harvestcraft:blackberrycobbleritem, Закрытый ежевичный пирог
harvestcraft:blackberrysmoothieitem, Ежевичный смузи
harvestcraft:blackberryyogurtitem, Ежевичный йогурт
harvestcraft:chocolatemilkitem, Шоколадное молоко
harvestcraft:pumpkinyogurtitem, Тыквенный йогурт
harvestcraft:raspberrypieitem, Малиновый пирог
harvestcraft:raspberrysmoothieitem, Смузи из малины
harvestcraft:raspberryyogurtitem, Малиновый йогурт
harvestcraft:cinnamonsugardonutitem, Сладкий пончик с корицей
harvestcraft:melonyogurtitem, Арбузный йогурт
harvestcraft:kiwismoothieitem, Смузи из киви
harvestcraft:kiwiyogurtitem, Йогурт из киви
harvestcraft:plainyogurtitem, Простой йогурт
harvestcraft:appleyogurtitem, Яблочный йогурт
harvestcraft:saltedsunflowerseedsitem, Солёные семечки
harvestcraft:sunflowerwheatrollsitem, Пшеничные булочки с семечками
harvestcraft:sunflowerbroccolisaladitem, Салат из семян подсолнечника и брокколи
harvestcraft:cranberrysauceitem, Клюквенный соус
harvestcraft:cranberrybaritem, Клюквенный батончик
harvestcraft:peppermintitem, Перечная мята
harvestcraft:blackpepperitem, Чёрный перец
harvestcraft:groundcinnamonitem, Измельчённая корица
harvestcraft:groundnutmegitem, Измельчённый мускатный орех
harvestcraft:oliveoilitem, Растительное масло
harvestcraft:baklavaitem, Пахлава
harvestcraft:gummybearsitem, Мармеладные мишки
harvestcraft:fruitpunchitem, Фруктовый пунш
harvestcraft:meatystewitem, Тушёное мясо
harvestcraft:mixedsaladitem, Салад из свежих овощей
harvestcraft:pinacoladaitem, Коктейль "Пина Коллада"
harvestcraft:saladdressingitem, Салатная заправка
harvestcraft:shepardspieitem, Пастушья запеканка
harvestcraft:eggnogitem, Эг-ног
harvestcraft:custarditem, Заварной крем
harvestcraft:sushiitem, Суши
harvestcraft:gardensoupitem, Простой суп
harvestcraft:applejellyitem, Яблочный джем
harvestcraft:applejellysandwichitem, Бутерброд с яблочным джемом
harvestcraft:blackberryjellyitem, Ежевичный джем
harvestcraft:blackberryjellysandwichitem, Бутерброд с ежевичным джемом
harvestcraft:blueberryjellyitem, Черничный джем
harvestcraft:blueberryjellysandwichitem, Бутерброд с черничным джемом
harvestcraft:cherryjellyitem, Вишнёвый джем
harvestcraft:cherryjellysandwichitem, Бутерброд с вишнёвым джемом
harvestcraft:cranberryjellyitem, Клюквенный джем
harvestcraft:cranberryjellysandwichitem, Бутерброд с клюквенным джемом
harvestcraft:kiwijellyitem, Джем из киви
harvestcraft:kiwijellysandwichitem, Бутерброд с джемом из киви
harvestcraft:lemonjellyitem, Лимонный джем
harvestcraft:lemonjellysandwichitem, Бутерброд с лимонным джемом
harvestcraft:limejellyitem, Лаймовый джем
harvestcraft:limejellysandwichitem, Бутерброд с лаймовым джемом
harvestcraft:mangojellyitem, Джем из манго
harvestcraft:mangojellysandwichitem, Бутерброд с джемом из манго
harvestcraft:orangejellyitem, Апельсиновый джем
harvestcraft:orangejellysandwichitem, Бутерброд с апельсиновым джемом
harvestcraft:papayajellyitem, Джем из папайи
harvestcraft:papayajellysandwichitem, Бутерброд с джемом из папайи
harvestcraft:peachjellyitem, Персиковый джем
harvestcraft:peachjellysandwichitem, Бутерброд с персиковым джемом
harvestcraft:pomegranatejellyitem, Гранатовый джем
harvestcraft:pomegranatejellysandwichitem, Бутерброд с гранатовым джемом
harvestcraft:raspberryjellyitem, Малиновый джем
harvestcraft:raspberryjellysandwichitem, Бутерброд с малиновым джемом
harvestcraft:starfruitjellyitem, Джем из карамболы
harvestcraft:starfruitjellysandwichitem, Бутерброд с джемом из карамболы
harvestcraft:strawberryjellyitem, Клубничный джем
harvestcraft:strawberryjellysandwichitem, Бутерброд с клубничным джемом
harvestcraft:watermelonjellyitem, Джем из водяного ореха
harvestcraft:watermelonjellysandwichitem, Бутерброд с джемом из водяного ореха
harvestcraft:bubblywateritem, Газированная вода
harvestcraft:cherrysodaitem, Вишнёвая содовая
harvestcraft:colasodaitem, Кока-кола
harvestcraft:gingersodaitem, Имбирный эль
harvestcraft:grapesodaitem, Виноградная содовая
harvestcraft:lemonlimesodaitem, Лимонно-лаймовая содовая
harvestcraft:orangesodaitem, Апельсиновая содовая
harvestcraft:rootbeersodaitem, Шипучий напиток из кореньев
harvestcraft:strawberrysodaitem, Клубничная содовая
harvestcraft:caramelicecreamitem, Карамельное мороженое
harvestcraft:mintchocolatechipicecreamitem, Мятное мороженое с шоколадной крошкой
harvestcraft:strawberryicecreamitem, Клубничное мороженое
harvestcraft:vanillaicecreamitem, Ванильное мороженое
harvestcraft:gingerchickenitem, Курица с имбирём
harvestcraft:oldworldveggiesoupitem, Вегетарианский суп Старого Света
harvestcraft:spicebunitem, Пряная сдобная булочка
harvestcraft:gingeredrhubarbtartitem, Пирог с ревенем и имбирём
harvestcraft:lambbarleysoupitem, Суп из баранины с ячменём
harvestcraft:honeylemonlambitem, Медово-лимонная баранина
harvestcraft:pumpkinoatsconesitem, Тыквенно-овсяные лепёшки
harvestcraft:beefjerkyitem, Вяленая говядина
harvestcraft:ovenroastedcaulifloweritem, Поджаренная в духовке цветная капуста
harvestcraft:leekbaconsoupitem, Суп с луком-пореем и беконом
harvestcraft:herbbutterparsnipsitem, Пастернак с пряным маслом
harvestcraft:scallionbakedpotatoitem, Запечённый картофель с луком-шалот
harvestcraft:soymilkitem, Соевое молоко
harvestcraft:firmtofuitem, Твёрдый тофу
harvestcraft:silkentofuitem, Мягкий тофу
harvestcraft:bamboosteamedriceitem, Пропаренный рис с ростками бамбука
harvestcraft:roastedchestnutitem, Жареный каштан
harvestcraft:sweetpotatosouffleitem, Бататовое суфле
harvestcraft:cashewchickenitem, Курица с кешью
harvestcraft:apricotyogurtitem, Абрикосовый йогурт
harvestcraft:apricotglazedporkitem, Глазурованная свинина с абрикосами
harvestcraft:apricotjellyitem, Абрикосовый джем
harvestcraft:apricotjellysandwichitem, Бутерброд с абрикосовым джемом
harvestcraft:apricotsmoothieitem, Абрикосовый смузи
harvestcraft:figbaritem, Инжирный батончик
harvestcraft:figjellyitem, Джем из инжира
harvestcraft:figjellysandwichitem, Бутерброд с джемом из инжира
harvestcraft:figsmoothieitem, Смузи из инжира
harvestcraft:figyogurtitem, Йогурт с инжиром
harvestcraft:grapefruitjellyitem, Грейпфрутовый джем
harvestcraft:grapefruitjellysandwichitem, Бутерброд с грейпфрутовым джемом
harvestcraft:grapefruitsmoothieitem, Грейпфрутовый смузи
harvestcraft:grapefruityogurtitem, Грейпфрутовый йогурт
harvestcraft:grapefruitsodaitem, Грейпфрутовая содовая
harvestcraft:citrussaladitem, Цитрусовый салат
harvestcraft:pecanpieitem, Пирог с орехом пекан
harvestcraft:pralinesitem, Пралине
harvestcraft:persimmonyogurtitem, Йогурт с хурмой
harvestcraft:persimmonsmoothieitem, Сумзи из хурмы
harvestcraft:persimmonjellyitem, Джем из хурмы
harvestcraft:persimmonjellysandwichitem, Бутерброд с джемом из хурмы
harvestcraft:pistachiobakedsalmonitem, Лосось, запечённый с фисташками
harvestcraft:baconwrappeddatesitem, Финики, обёрнутые беконом
harvestcraft:datenutbreaditem, Хлеб с финиками и орехами
harvestcraft:maplesyruppancakesitem, Оладьи с кленовым сиропом
harvestcraft:maplesyrupwafflesitem, Вафли с кленовым сиропом
harvestcraft:maplesausageitem, Сосиска с кленовым сиропом
harvestcraft:mapleoatmealitem, Овсянка с кленовым сиропом
harvestcraft:peachesandcreamoatmealitem, Овсянка с персиками и сливками
harvestcraft:cinnamonappleoatmealitem, Овсянка с яблоком и корицей
harvestcraft:maplecandiedbaconitem, Бекон в кленовом сиропе
harvestcraft:toastsandwichitem, Бутерброд-тост
harvestcraft:potatoandcheesepirogiitem, Вареник с картофелем и сыром
harvestcraft:zeppoleitem, Зепполе
harvestcraft:sausageinbreaditem, Сосиска в тесте
harvestcraft:chocolatecaramelfudgeitem, Шоколадно-карамельная помадка
harvestcraft:lavendershortbreaditem, Песочное печенье с лавандой
harvestcraft:beefwellingtonitem, Говядина "Веллингтон"
harvestcraft:epicbaconitem, Легендарный бекон
harvestcraft:manjuuitem, Манджу
harvestcraft:chickengumboitem, Куриный суп со стручками бамии
harvestcraft:generaltsochickenitem, Цыплёнок генерала Цо
harvestcraft:californiarollitem, Ролл "Калифорния"
harvestcraft:futomakiitem, Футомаки
harvestcraft:vegemiteitem, Веджемайт
harvestcraft:honeycombchocolatebaritem, Шоколадный батончик с медовыми сотами
harvestcraft:cherrycoconutchocolatebaritem, Шоколадный батончик с вишней и кокосом
harvestcraft:fairybreaditem, Сказочный хлеб
harvestcraft:timtamitem, Шоколадное печенье "Тим там"
harvestcraft:damperitem, Пресная лепёшка
harvestcraft:gherkinitem, Корнишон
harvestcraft:ceasarsaladitem, Салат "Цезарь"
harvestcraft:chaoscookieitem, Хаотичное печенье
harvestcraft:chocolatebaconitem, Бекон в шоколаде
harvestcraft:lambkebabitem, Шашлык из баранины
harvestcraft:nutellaitem, Нутелла
harvestcraft:snickersbaritem, Сникерс
harvestcraft:steamedspinachitem, Пропаренный шпинат
harvestcraft:vegemiteontoastitem, Тост с веджемайтом
harvestcraft:clamcookeditem, Приготовленный моллюск
harvestcraft:crabcookeditem, Приготовленный краб
harvestcraft:crayfishcookeditem, Приготовленный рак
harvestcraft:frogcookeditem, Приготовленные лягушачьи лапки
harvestcraft:octopuscookeditem, Приготовленный осьминог
harvestcraft:scallopcookeditem, Приготовленный гребешок
harvestcraft:shrimpcookeditem, Приготовленная креветка
harvestcraft:snailcookeditem, Приготовленная улитка
harvestcraft:turtlecookeditem, Приготовленная черепаха
harvestcraft:oystercookeditem, Приготовленная устрица
harvestcraft:applecideritem, Яблочный сидр
harvestcraft:bangersandmashitem, Сосиски с картофельным пюре
harvestcraft:batteredsausageitem, Сосиска в кляре
harvestcraft:batteritem, Кляр
harvestcraft:chorizoitem, Чоризо
harvestcraft:coleslawitem, Капустный салат
harvestcraft:energydrinkitem, Энергетический напиток
harvestcraft:friedonionsitem, Жареные луковые кольца
harvestcraft:mincepieitem, Сладкий пирожок
harvestcraft:onionhamburgeritem, Луковый гамбургер
harvestcraft:pepperoniitem, Пепперони
harvestcraft:pickledonionsitem, Пикули из лука
harvestcraft:porksausageitem, Свиная сосиска
harvestcraft:raspberrytrifleitem, Бисквит с малиной
harvestcraft:pumpkinmuffinitem, Тыквенный маффин
harvestcraft:suaderoitem, Суадеро
harvestcraft:turkeyrawitem, Сырая индейка
harvestcraft:turkeycookeditem, Приготовленная индейка
harvestcraft:venisonrawitem, Сырая оленина
harvestcraft:venisoncookeditem, Приготовленная оленина
harvestcraft:strawberrymilkshakeitem, Клубничный молочный коктейль
harvestcraft:chocolatemilkshakeitem, Шоколадный молочный коктейль
harvestcraft:bananamilkshakeitem, Банановый молочный коктейль
harvestcraft:cornflakesitem, Кукурузные хлопья
harvestcraft:roastchickenitem, Жареный цыплёнок
harvestcraft:roastpotatoesitem, Жареная картошка
harvestcraft:sundayroastitem, Воскресное жаркое
harvestcraft:bbqpulledporkitem, Барбекю из свиной отбивной
harvestcraft:lambwithmintsauceitem, Баранина с мятным соусом
harvestcraft:steakandchipsitem, Стейк с картофелем фри
harvestcraft:cherryicecreamitem, Вишнёвое мороженое
harvestcraft:pistachioicecreamitem, Фисташковое мороженое
harvestcraft:neapolitanicecreamitem, Неополитанское мороженое
harvestcraft:spumoniicecreamitem, Мороженое с фруктами и орехами
harvestcraft:almondbutteritem, Миндальное масло
harvestcraft:cashewbutteritem, Масло из ореха кешью
harvestcraft:chestnutbutteritem, Каштановое масло
harvestcraft:cornishpastyitem, Корнуэльский пирожок
harvestcraft:cottagepieitem, Пирог "Коттедж"
harvestcraft:croissantitem, Круассан
harvestcraft:currypowderitem, Порошок карри
harvestcraft:dimsumitem, Дим-сам
harvestcraft:friedpecanokraitem, Жареная бамия с орехом пекан
harvestcraft:gooseberryjellyitem, Крыжовниковый джем
harvestcraft:gooseberryjellysandwichitem, Бутерброд с крыжовниковым джемом
harvestcraft:gooseberrymilkshakeitem, Крыжовниковый молочный коктейль
harvestcraft:gooseberrypieitem, Крыжовниковый пирог
harvestcraft:gooseberrysmoothieitem, Крыжовниковый смузи
harvestcraft:gooseberryyogurtitem, Крыжовниковый йогурт
harvestcraft:hushpuppiesitem, Клёцки
harvestcraft:kimchiitem, Кимчи
harvestcraft:mochiitem, Мочи
harvestcraft:museliitem, Мюсли
harvestcraft:naanitem, Наан
harvestcraft:okrachipsitem, Чипсы из бамии
harvestcraft:okracreoleitem, Бамия по-креольски
harvestcraft:pistachiobutteritem, Фисташковое масло
harvestcraft:porklomeinitem, Лапша со свининой "Ло мейн"
harvestcraft:salmonpattiesitem, Котлеты из лосося
harvestcraft:sausageitem, Сосиска
harvestcraft:sausagerollitem, Пирожок с сосиской
harvestcraft:sesameballitem, Кунжутный шарик
harvestcraft:sesamesnapsitem, Кунжутные хрустяшки
harvestcraft:shrimpokrahushpuppiesitem, Клёцки с креветками и бамией
harvestcraft:soysauceitem, Соевый соус
harvestcraft:sweetpickleitem, Сладкий огурчик
harvestcraft:veggiestripsitem, Вегетарианские стрипсы
harvestcraft:vindalooitem, Виндалу
harvestcraft:applesmoothieitem, Яблочный смузи
harvestcraft:coconutsmoothieitem, Кокосовый смузи
harvestcraft:cranberrysmoothieitem, Клюквенный смузи
harvestcraft:cranberryyogurtitem, Клюквенный йогурт
harvestcraft:grapesmoothieitem, Виноградный смузи
harvestcraft:pearsmoothieitem, Грушевый смузи
harvestcraft:pearjellyitem, Грушевый джем
harvestcraft:pearjellysandwichitem, Бутерброд с грушевым джемом
harvestcraft:plumsmoothieitem, Сливовый смузи
harvestcraft:plumjellyitem, Сливовый джем
